Source,Target,Type
W3004095348,W2093606067,Directed
W3167214990,W2093606067,Directed
W2785664563,W2093606067,Directed
W3000445396,W2093606067,Directed
W2800630223,W2093606067,Directed
W2950251004,W2093606067,Directed
W3121110621,W2093606067,Directed
W3160729339,W2093606067,Directed
W2982155406,W2093606067,Directed
W2994619583,W2093606067,Directed
W3091846082,W2093606067,Directed
W3192727092,W2093606067,Directed
W3216945953,W2093606067,Directed
W4296188778,W2093606067,Directed
W3131918926,W2093606067,Directed
W3176898271,W2093606067,Directed
W4210614872,W2093606067,Directed
W3021096744,W2093606067,Directed
W4306317670,W2093606067,Directed
W2604513634,W2093606067,Directed
W3006708771,W2093606067,Directed
W3138458535,W2093606067,Directed
W4312236930,W2093606067,Directed
W2900543911,W2093606067,Directed
W3026560433,W2093606067,Directed
W4210735938,W2093606067,Directed
W4304161004,W2093606067,Directed
W4380433148,W2093606067,Directed
W4293657314,W2093606067,Directed
W4385502453,W2093606067,Directed
W4319586728,W2093606067,Directed
W4385270260,W2093606067,Directed
W4391889599,W2093606067,Directed
W4404400565,W2093606067,Directed
W4283777123,W2093606067,Directed
W4386631980,W2093606067,Directed
W4416767265,W2093606067,Directed
W4382407715,W2093606067,Directed
W4285603061,W2093606067,Directed
W4394585856,W2093606067,Directed
W4414666149,W2093606067,Directed
W4399140307,W2093606067,Directed
W4402570999,W2093606067,Directed
W3043155291,W2093606067,Directed
W2792910889,W2093606067,Directed
W3185198287,W2093606067,Directed
W2949486172,W2093606067,Directed
W3212772339,W2093606067,Directed
W2970140314,W2093606067,Directed
W2942905601,W2093606067,Directed
W3126284104,W2093606067,Directed
W4311716377,W2093606067,Directed
W4379538689,W2093606067,Directed
W2922662131,W2093606067,Directed
W4205568334,W2093606067,Directed
W4224940913,W2093606067,Directed
W4225378815,W2093606067,Directed
W4388016583,W2093606067,Directed
W2770113059,W2093606067,Directed
W4320024198,W2093606067,Directed
W4385482915,W2093606067,Directed
W4392241975,W2093606067,Directed
W2937930719,W2093606067,Directed
W3175359828,W2093606067,Directed
W4283750307,W2093606067,Directed
W4367663125,W2093606067,Directed
W4387677488,W2093606067,Directed
W3196980462,W2093606067,Directed
W4323520232,W2093606067,Directed
W4399548050,W2093606067,Directed
W4364301863,W2093606067,Directed
W4402100708,W2093606067,Directed
W4405207484,W2093606067,Directed
W4413360694,W2093606067,Directed
W2397338468,W2093606067,Directed
W3186988750,W2093606067,Directed
W3028335119,W2093606067,Directed
W3033354424,W2093606067,Directed
W2744575549,W2093606067,Directed
W3015803857,W2093606067,Directed
W3130901754,W2093606067,Directed
W3211055065,W2093606067,Directed
W3212674796,W2093606067,Directed
W2916933514,W2093606067,Directed
W2924534691,W2093606067,Directed
W2925337859,W2093606067,Directed
W3018472896,W2093606067,Directed
W3115472312,W2093606067,Directed
W3211667856,W2093606067,Directed
W4221055863,W2093606067,Directed
W2995234595,W2093606067,Directed
W4327768027,W2093606067,Directed
W2894117725,W2093606067,Directed
W3011899475,W2093606067,Directed
W3197587982,W2093606067,Directed
W4206499432,W2093606067,Directed
W4211075014,W2093606067,Directed
W4391094022,W2093606067,Directed
W4210535209,W2093606067,Directed
W4211173242,W2093606067,Directed
W4281391298,W2093606067,Directed
W4287887330,W2093606067,Directed
W4400525851,W2093606067,Directed
W2920580107,W2093606067,Directed
W3015683675,W2093606067,Directed
W2954109230,W2093606067,Directed
W4288081355,W2093606067,Directed
W3209002129,W2093606067,Directed
W4293233618,W2093606067,Directed
W2899473595,W2093606067,Directed
W3092370839,W2093606067,Directed
W3159509599,W2093606067,Directed
W3207256075,W2093606067,Directed
W4200111836,W2093606067,Directed
W4205856545,W2093606067,Directed
W4206496640,W2093606067,Directed
W4308846859,W2093606067,Directed
W4318148395,W2093606067,Directed
W4385343007,W2093606067,Directed
W4385392749,W2093606067,Directed
W4386601100,W2093606067,Directed
W4388525179,W2093606067,Directed
W4390501331,W2093606067,Directed
W3130326228,W2093606067,Directed
W4212998280,W2093606067,Directed
W4224986404,W2093606067,Directed
W4281651088,W2093606067,Directed
W4293210781,W2093606067,Directed
W4317515542,W2093606067,Directed
W4385392867,W2093606067,Directed
W4386075381,W2093606067,Directed
W4395470420,W2093606067,Directed
W4413978830,W2093606067,Directed
W4393978580,W2093606067,Directed
W3001287681,W2093606067,Directed
W2583451302,W2093606067,Directed
W2899006415,W2093606067,Directed
W2772542282,W2093606067,Directed
W2790520983,W2093606067,Directed
W2948022687,W2093606067,Directed
W2997126038,W2093606067,Directed
W3091113864,W2093606067,Directed
W3144332058,W2093606067,Directed
W3146295378,W2093606067,Directed
W3210144298,W2093606067,Directed
W4319764885,W2093606067,Directed
W2795290951,W2093606067,Directed
W2883065233,W2093606067,Directed
W2897026707,W2093606067,Directed
W2900488253,W2093606067,Directed
W2912885749,W2093606067,Directed
W2978937127,W2093606067,Directed
W3010493172,W2093606067,Directed
W3038192769,W2093606067,Directed
W3094141339,W2093606067,Directed
W3126974661,W2093606067,Directed
W3134221601,W2093606067,Directed
W3134344330,W2093606067,Directed
W3158786118,W2093606067,Directed
W3163474084,W2093606067,Directed
W3174127725,W2093606067,Directed
W4213214190,W2093606067,Directed
W4312585505,W2093606067,Directed
W4386123451,W2093606067,Directed
W4386260417,W2093606067,Directed
W4386952419,W2093606067,Directed
W3007103823,W2093606067,Directed
W2507064736,W2093606067,Directed
W2935242007,W2093606067,Directed
W3083250332,W2093606067,Directed
W2902527214,W2093606067,Directed
W3142047070,W2093606067,Directed
W2765505779,W2093606067,Directed
W3087172118,W2093606067,Directed
W2273907074,W2093606067,Directed
W2314541930,W2093606067,Directed
W2615121850,W2093606067,Directed
W3207058943,W2093606067,Directed
W4394922562,W2093606067,Directed
W3081487536,W2093606067,Directed
W3083974202,W2093606067,Directed
W3033059620,W2093606067,Directed
W3198231386,W2093606067,Directed
W2961536934,W2093606067,Directed
W3014172094,W2093606067,Directed
W3103957664,W2093606067,Directed
W2965900959,W2093606067,Directed
W3107296377,W2093606067,Directed
W2293816676,W2093606067,Directed
W2988163793,W2093606067,Directed
W3206877484,W2093606067,Directed
W4307358206,W2093606067,Directed
W2563107720,W2093606067,Directed
W2729572045,W2093606067,Directed
W2907856836,W2093606067,Directed
W2910751982,W2093606067,Directed
W2913139182,W2093606067,Directed
W2949967200,W2093606067,Directed
W2973856063,W2093606067,Directed
W3005992387,W2093606067,Directed
W3016448229,W2093606067,Directed
W3039847581,W2093606067,Directed
W3089314614,W2093606067,Directed
W3097364622,W2093606067,Directed
W3097934495,W2093606067,Directed
W3099576695,W2093606067,Directed
W3113581046,W2093606067,Directed
W3115265797,W2093606067,Directed
W3116897573,W2093606067,Directed
W3146514381,W2093606067,Directed
W3156058588,W2093606067,Directed
W3157544532,W2093606067,Directed
W3162944055,W2093606067,Directed
W3169376372,W2093606067,Directed
W3177038919,W2093606067,Directed
W3197667688,W2093606067,Directed
W3201140051,W2093606067,Directed
W3207022162,W2093606067,Directed
W3208197539,W2093606067,Directed
W3208679452,W2093606067,Directed
W3209577963,W2093606067,Directed
W4200056611,W2093606067,Directed
W4205584062,W2093606067,Directed
W4229067865,W2093606067,Directed
W4285244578,W2093606067,Directed
W4285518890,W2093606067,Directed
W4312976160,W2093606067,Directed
W4318619404,W2093606067,Directed
W4318619514,W2093606067,Directed
W4380575599,W2093606067,Directed
W4383333677,W2093606067,Directed
W4386047736,W2093606067,Directed
W4387832096,W2093606067,Directed
W4388039656,W2093606067,Directed
W4391472702,W2093606067,Directed
W4391557847,W2093606067,Directed
W4391991981,W2093606067,Directed
W4393978776,W2093606067,Directed
W4399515530,W2093606067,Directed
W4399879477,W2093606067,Directed
W4399996495,W2093606067,Directed
W4401211647,W2093606067,Directed
W4402596286,W2093606067,Directed
W4403365521,W2093606067,Directed
W4403722894,W2093606067,Directed
W4407247934,W2093606067,Directed
W4410090028,W2093606067,Directed
W4410281483,W2093606067,Directed
W4410653087,W2093606067,Directed
W4412055967,W2093606067,Directed
W4412876822,W2093606067,Directed
W4413360389,W2093606067,Directed
W4413411740,W2093606067,Directed
W4415325547,W2093606067,Directed
W4416249841,W2093606067,Directed
W4416448583,W2093606067,Directed
W4417119605,W2093606067,Directed
W7117241814,W2093606067,Directed
W7140329308,W2093606067,Directed
W7140342782,W2093606067,Directed
W7154973602,W2093606067,Directed
W7160256255,W2093606067,Directed
W7161850492,W2093606067,Directed
W7162407513,W2093606067,Directed
W7164369304,W2093606067,Directed
W7165654215,W2093606067,Directed
W3132689447,W3093988619,Directed
W4380136659,W3093988619,Directed
W4378594033,W3093988619,Directed
W3165146808,W3093988619,Directed
W4402900312,W3093988619,Directed
W4389379252,W3093988619,Directed
W3158108022,W3093988619,Directed
W4400798014,W3093988619,Directed
W4391788768,W3093988619,Directed
W4386704875,W3093988619,Directed
W4386232130,W3093988619,Directed
W4309146357,W3093988619,Directed
W4389490952,W3093988619,Directed
W4387966359,W3093988619,Directed
W4409406754,W3093988619,Directed
W4292258989,W3093988619,Directed
W4401421404,W3093988619,Directed
W4403277309,W3093988619,Directed
W4400041356,W3093988619,Directed
W4396888978,W3093988619,Directed
W4387407175,W3093988619,Directed
W4391835389,W3093988619,Directed
W7138168700,W3093988619,Directed
W4389146766,W3093988619,Directed
W4388660718,W3093988619,Directed
W4390679442,W3093988619,Directed
W4411273391,W3093988619,Directed
W4412795086,W3093988619,Directed
W4404295451,W3093988619,Directed
W4406271177,W3093988619,Directed
W4415974197,W3093988619,Directed
W4411873475,W3093988619,Directed
W4391613554,W3093988619,Directed
W4393079020,W3093988619,Directed
W4405023056,W3093988619,Directed
W4415959965,W3093988619,Directed
W4324116360,W3093988619,Directed
W4385488671,W3093988619,Directed
W4309781919,W3093988619,Directed
W4387846203,W3093988619,Directed
W4396735768,W3093988619,Directed
W4396735774,W3093988619,Directed
W4360608857,W3093988619,Directed
W4311165730,W3093988619,Directed
W4402796844,W3093988619,Directed
W3111099750,W3093988619,Directed
W4406603226,W3093988619,Directed
W3217073995,W3093988619,Directed
W4403450573,W3093988619,Directed
W4411225634,W3093988619,Directed
W4413127590,W3093988619,Directed
W4391167037,W3093988619,Directed
W4394742530,W3093988619,Directed
W4399773703,W3093988619,Directed
W4400439442,W3093988619,Directed
W4402283571,W3093988619,Directed
W4404776106,W3093988619,Directed
W4410376659,W3093988619,Directed
W4414084900,W3093988619,Directed
W4416615904,W3093988619,Directed
W7116776542,W3093988619,Directed
W7117532265,W3093988619,Directed
W7117720347,W3093988619,Directed
W7117988664,W3093988619,Directed
W7120153376,W3093988619,Directed
W7150220960,W3093988619,Directed
W7155213115,W3093988619,Directed
W7161588091,W3093988619,Directed
W3080223069,W2963446316,Directed
W3013437827,W2963446316,Directed
W4211179769,W2963446316,Directed
W3036385388,W2963446316,Directed
W3081379046,W2963446316,Directed
W2989364584,W2963446316,Directed
W3201622928,W2963446316,Directed
W3106460864,W2963446316,Directed
W3125759795,W2963446316,Directed
W3137696207,W2963446316,Directed
W3174116037,W2963446316,Directed
W3094067570,W2963446316,Directed
W3118477442,W2963446316,Directed
W3080432310,W2963446316,Directed
W3168261013,W2963446316,Directed
W4220881245,W2963446316,Directed
W3115453555,W2963446316,Directed
W3172299815,W2963446316,Directed
W3126092582,W2963446316,Directed
W4392728800,W2963446316,Directed
W3014936539,W2963446316,Directed
W4304632048,W2963446316,Directed
W4287887932,W2963446316,Directed
W4385412489,W2963446316,Directed
W3134636647,W2963446316,Directed
W3207604419,W2963446316,Directed
W3207934453,W2963446316,Directed
W4284885341,W2963446316,Directed
W3080190007,W2963446316,Directed
W3210712343,W2963446316,Directed
W4283813557,W2963446316,Directed
W4407171721,W2963446316,Directed
W3036891800,W2963446316,Directed
W3080574198,W2963446316,Directed
W4386576626,W2963446316,Directed
W3176646110,W2963446316,Directed
W3003734448,W2963446316,Directed
W3081370563,W2963446316,Directed
W3081288631,W2963446316,Directed
W3013869439,W2963446316,Directed
W4282976354,W2963446316,Directed
W3126380001,W2963446316,Directed
W3176261297,W2963446316,Directed
W4210798472,W2963446316,Directed
W4285600974,W2963446316,Directed
W3080416674,W2963446316,Directed
W4385574229,W2963446316,Directed
W3098960024,W2963446316,Directed
W3184618796,W2963446316,Directed
W4309688868,W2963446316,Directed
W4327744696,W2963446316,Directed
W4387344955,W2963446316,Directed
W4391400566,W2963446316,Directed
W4405624079,W2963446316,Directed
W4408964491,W2963446316,Directed
W4409666206,W2963446316,Directed
W4411987575,W2963446316,Directed
W7125635405,W2963446316,Directed
W3080714937,W2963446316,Directed
W3080981270,W2963446316,Directed
W2970370977,W2963446316,Directed
W3000157158,W2963446316,Directed
W3210595538,W2963446316,Directed
W3007825318,W2963446316,Directed
W3213062391,W2963446316,Directed
W4285240074,W2963446316,Directed
W4211056753,W2963446316,Directed
W4385569749,W2963446316,Directed
W4394582043,W2963446316,Directed
W4210809756,W2963446316,Directed
W3199693209,W2963446316,Directed
W4391318443,W2963446316,Directed
W4313459377,W2963446316,Directed
W4388105368,W2963446316,Directed
W4389520435,W2963446316,Directed
W4406963591,W2963446316,Directed
W4411628246,W2963446316,Directed
W4312697643,W2963446316,Directed
W4389524351,W2963446316,Directed
W4415538327,W2963446316,Directed
W3094411615,W2963446316,Directed
W3016257480,W2963446316,Directed
W3085267552,W2963446316,Directed
W4310934721,W2963446316,Directed
W2945379976,W2963446316,Directed
W3033785468,W2963446316,Directed
W3093772265,W2963446316,Directed
W4210760967,W2963446316,Directed
W3185969051,W2963446316,Directed
W4388845886,W2963446316,Directed
W4391338825,W2963446316,Directed
W4392637310,W2963446316,Directed
W4389524084,W2963446316,Directed
W4406753366,W2963446316,Directed
W4409657478,W2963446316,Directed
W4410061042,W2963446316,Directed
W3081257413,W2963446316,Directed
W4206293458,W2963446316,Directed
W4283518000,W2963446316,Directed
W4287888518,W2963446316,Directed
W4393161073,W2963446316,Directed
W4223947323,W2963446316,Directed
W4283210764,W2963446316,Directed
W4296593652,W2963446316,Directed
W4385632219,W2963446316,Directed
W4385718065,W2963446316,Directed
W4401234044,W2963446316,Directed
W4401870857,W2963446316,Directed
W4410049584,W2963446316,Directed
W3106938974,W2963446316,Directed
W4362502062,W2963446316,Directed
W4313396362,W2963446316,Directed
W4321479972,W2963446316,Directed
W4387311255,W2963446316,Directed
W4389520701,W2963446316,Directed
W4411528222,W2963446316,Directed
W4414231188,W2963446316,Directed
W3040228138,W2963446316,Directed
W3118928812,W2963446316,Directed
W3194134045,W2963446316,Directed
W4378571969,W2963446316,Directed
W4389632576,W2963446316,Directed
W4396864803,W2963446316,Directed
W4399205611,W2963446316,Directed
W3029778218,W2963446316,Directed
W2903088770,W2963446316,Directed
W4234208591,W2963446316,Directed
W3197411547,W2963446316,Directed
W4287888902,W2963446316,Directed
W3171687791,W2963446316,Directed
W3213192157,W2963446316,Directed
W4214808578,W2963446316,Directed
W4245336701,W2963446316,Directed
W4385571359,W2963446316,Directed
W7154085026,W2963446316,Directed
W3048846675,W2963446316,Directed
W3126888391,W2963446316,Directed
W3192776878,W2963446316,Directed
W3202730739,W2963446316,Directed
W3212613688,W2963446316,Directed
W4210983576,W2963446316,Directed
W4221027983,W2963446316,Directed
W4242682031,W2963446316,Directed
W4309544510,W2963446316,Directed
W4361198805,W2963446316,Directed
W4385570093,W2963446316,Directed
W4389297101,W2963446316,Directed
W4389399388,W2963446316,Directed
W4399405436,W2963446316,Directed
W4401091885,W2963446316,Directed
W4407129541,W2963446316,Directed
W4407360084,W2963446316,Directed
W4409889661,W2963446316,Directed
W4411282520,W2963446316,Directed
W4411284597,W2963446316,Directed
W4413187774,W2963446316,Directed
W4416148485,W2963446316,Directed
W4416193957,W2963446316,Directed
W4416756906,W2963446316,Directed
W7104394343,W2963446316,Directed
W7117260971,W2963446316,Directed
W7118679887,W2963446316,Directed
W7126386796,W2963446316,Directed
W7128169947,W2963446316,Directed
W7140307425,W2963446316,Directed
W7152043890,W2963446316,Directed
W7162629859,W2963446316,Directed
W7163892051,W4414487480,Directed
W4294723949,W2967783680,Directed
W3176200620,W2967783680,Directed
W4362579589,W2884014654,Directed
W4290877635,W2884014654,Directed
W2981120761,W2884014654,Directed
W4206911143,W2884014654,Directed
W4291745514,W2884014654,Directed
W3170848208,W2884014654,Directed
W4221139060,W2884014654,Directed
W3155747292,W2884014654,Directed
W4214604362,W2884014654,Directed
W4285195691,W2884014654,Directed
W4321608031,W2884014654,Directed
W4390134900,W2884014654,Directed
W4406810396,W2884014654,Directed
W4409735925,W2884014654,Directed
W4409671398,W2884014654,Directed
W4415238555,W2884014654,Directed
W2946250653,W2884014654,Directed
W3205057941,W2884014654,Directed
W3129965309,W2884014654,Directed
W3208988339,W2884014654,Directed
W4284664815,W2884014654,Directed
W2981132250,W2884014654,Directed
W4221160810,W2884014654,Directed
W3030307455,W2884014654,Directed
W4385568172,W2884014654,Directed
W4387746293,W2884014654,Directed
W4388144113,W2884014654,Directed
W4306317262,W2884014654,Directed
W4396723397,W2884014654,Directed
W4306317501,W2884014654,Directed
W4319993445,W2884014654,Directed
W4392223764,W2884014654,Directed
W4401863620,W2884014654,Directed
W2968219216,W2884014654,Directed
W3136044184,W2884014654,Directed
W3196741022,W2884014654,Directed
W4323543517,W2884014654,Directed
W4367046931,W2884014654,Directed
W3030038433,W2884014654,Directed
W4362699246,W2884014654,Directed
W3046862666,W2884014654,Directed
W4400525605,W2884014654,Directed
W4403577908,W2884014654,Directed
W4311301024,W2884014654,Directed
W4404820029,W2884014654,Directed
W4416017961,W2884014654,Directed
W2972602663,W2884014654,Directed
W3138432682,W2884014654,Directed
W3169078680,W2884014654,Directed
W4396833537,W2884014654,Directed
W4400525956,W2884014654,Directed
W4205885563,W2884014654,Directed
W3001062969,W2884014654,Directed
W3037018073,W2884014654,Directed
W4298004926,W2884014654,Directed
W2973498951,W2884014654,Directed
W3208268490,W2884014654,Directed
W3162214559,W2884014654,Directed
W3018405522,W2884014654,Directed
W4281398746,W2884014654,Directed
W4385341340,W2884014654,Directed
W3211260283,W2884014654,Directed
W4200515062,W2884014654,Directed
W4295709332,W2884014654,Directed
W4386098549,W2884014654,Directed
W4390905948,W2884014654,Directed
W4409651777,W2884014654,Directed
W2968176158,W2884014654,Directed
W3115318699,W2884014654,Directed
W4402618534,W2884014654,Directed
W2933365060,W2884014654,Directed
W3208173499,W2884014654,Directed
W2974629682,W2884014654,Directed
W2962986227,W2884014654,Directed
W3001002082,W2884014654,Directed
W3036683340,W2884014654,Directed
W3108608289,W2884014654,Directed
W3158221126,W2884014654,Directed
W4288470987,W2884014654,Directed
W4312528806,W2884014654,Directed
W4401110843,W2884014654,Directed
W4404291198,W2884014654,Directed
W4408351685,W2884014654,Directed
W4412777183,W2884014654,Directed
W4413239027,W2884014654,Directed
W4415996129,W2884014654,Directed
W7117964768,W2884014654,Directed
W7134125443,W2884014654,Directed
W4402351139,W4399205408,Directed
W4396956802,W4399205408,Directed
W7140864240,W4399205408,Directed
W4390640507,W4306317022,Directed
W4385572193,W4306317022,Directed
W4401551614,W4306317022,Directed
W4368283499,W4306317022,Directed
W4393147893,W4306317022,Directed
W4375928829,W4306317022,Directed
W4390393145,W4306317022,Directed
W4407986287,W4306317022,Directed
W4401046945,W4306317022,Directed
W4389146766,W4306317022,Directed
W4387717527,W4306317022,Directed
W4396952095,W4306317022,Directed
W4408354560,W4306317022,Directed
W4386811781,W4306317022,Directed
W4403582411,W4306317022,Directed
W4407601767,W4306317022,Directed
W4413958901,W4306317022,Directed
W4415686254,W4306317022,Directed
W4407507573,W4306317022,Directed
W4392931789,W4306317022,Directed
W4413361206,W4306317022,Directed
W4321018697,W4306317022,Directed
W4401930404,W4306317022,Directed
W4403792015,W4306317022,Directed
W4411338297,W4306317022,Directed
W4414404756,W4306317022,Directed
W7117978991,W4306317022,Directed
W7137935619,W4306317022,Directed
W7138840110,W4306317022,Directed
W3002330681,W2954891557,Directed
W4312990315,W2954891557,Directed
W4386210136,W2954891557,Directed
W3003044879,W2954891557,Directed
W4312296169,W2954891557,Directed
W3164059432,W2954891557,Directed
W4285273736,W2954891557,Directed
W4312673707,W2954891557,Directed
W4410049554,W2954891557,Directed
W4243691762,W2954891557,Directed
W2999364305,W2954891557,Directed
W4213358103,W2954891557,Directed
W4396218959,W2954891557,Directed
W3049497312,W2954891557,Directed
W4310043864,W2954891557,Directed
W3199936256,W2954891557,Directed
W4312839192,W2954891557,Directed
W4399205563,W2954891557,Directed
W4297199102,W2954891557,Directed
W3200378215,W2954891557,Directed
W3045056960,W2954891557,Directed
W4399205774,W2954891557,Directed
W3001285583,W2954891557,Directed
W3085342654,W2954891557,Directed
W3119603962,W2954891557,Directed
W3046746480,W2954891557,Directed
W3189687289,W2954891557,Directed
W4226509292,W2954891557,Directed
W7130374703,W2954891557,Directed
W7134164358,W2954891557,Directed
W7155035650,W2954891557,Directed
W7117538756,W4409150456,Directed
W7117459248,W4409150456,Directed
W7125592083,W4409150456,Directed
W4410140047,W4409150456,Directed
W4410738605,W4409150456,Directed
W4412445246,W4409150456,Directed
W4414688295,W4409150456,Directed
W7117119982,W4409150456,Directed
W7135025888,W4409150456,Directed
W7155078647,W4409150456,Directed
W4413005500,W4409150456,Directed
W7119510110,W4409150456,Directed
W4416367678,W4409150456,Directed
W7124901996,W4409150456,Directed
W7127370637,W4409150456,Directed
W7131064258,W4409150456,Directed
W7131130900,W4409150456,Directed
W7134109892,W4409150456,Directed
W7152825326,W4409150456,Directed
W7155050952,W4409150456,Directed
W7155058220,W4409150456,Directed
W7155094955,W4409150456,Directed
W7160520424,W4409150456,Directed
W7160522594,W4409150456,Directed
W7161494390,W4409150456,Directed
W7162096642,W4409150456,Directed
W7164317168,W4409150456,Directed
W7164381951,W4409150456,Directed
W7164580985,W4409150456,Directed
W7165765226,W4409150456,Directed
W7166526800,W4409150456,Directed
W7166655788,W4409150456,Directed
W4415257619,W4399205385,Directed
W4410089687,W4399205385,Directed
W7154042916,W4399205385,Directed
W4386591587,W3208996364,Directed
W4290998251,W3208996364,Directed
W4380433159,W3208996364,Directed
W4387781773,W3208996364,Directed
W4389609547,W3208996364,Directed
W4413457439,W3208996364,Directed
W4400910536,W3208996364,Directed
W4405347014,W3208996364,Directed
W4281396256,W3208996364,Directed
W4378417403,W3208996364,Directed
W4225387549,W3208996364,Directed
W4400909521,W3208996364,Directed
W4413277548,W3208996364,Directed
W4411814762,W3208996364,Directed
W7127943838,W3208996364,Directed
W4400525493,W3208996364,Directed
W4318822975,W3208996364,Directed
W4401667663,W3208996364,Directed
W4392903133,W3208996364,Directed
W4391278215,W3208996364,Directed
W4405347161,W3208996364,Directed
W4411379349,W3208996364,Directed
W4413344496,W3208996364,Directed
W4413349837,W3208996364,Directed
W4413360576,W3208996364,Directed
W4414648183,W3208996364,Directed
W7161600806,W3208996364,Directed
W4393995244,W4385562787,Directed
W4408860092,W4385562787,Directed
W4402915722,W4385562787,Directed
W4404349462,W4385562787,Directed
W4410554084,W4385562787,Directed
W4417112759,W4385562787,Directed
W4387848781,W4385562787,Directed
W4413980052,W4385562787,Directed
W4393152366,W4385562787,Directed
W4406356538,W4385562787,Directed
W4415594817,W4385562787,Directed
W4417250146,W4385562787,Directed
W7138866714,W4385562787,Directed
W7150165354,W4385562787,Directed
W7161800189,W4385562787,Directed
W7117128594,W4412876997,Directed
W4392427626,W3122571625,Directed
W4313478339,W3122571625,Directed
W4380302039,W3122571625,Directed
W4296187582,W3122571625,Directed
W4375935023,W3122571625,Directed
W3093841183,W3122571625,Directed
W4323066597,W3122571625,Directed
W4416017165,W3122571625,Directed
W4360765033,W3122571625,Directed
W4285304108,W3122571625,Directed
W4385975554,W3122571625,Directed
W4387385218,W3122571625,Directed
W7124830454,W3122571625,Directed
W4406420619,W4399759109,Directed
W4417472729,W4399759109,Directed
W7117114719,W4399759109,Directed
W7124455683,W4399759109,Directed
W4387846565,W4306317084,Directed
W3134019350,W3127724956,Directed
W3197797356,W3127724956,Directed
W4411019357,W4412877155,Directed
W4417330884,W4412877155,Directed
W7106315590,W4412877155,Directed
W4415707474,W4412877155,Directed
W7127331226,W4412877155,Directed
W7154626611,W4412877155,Directed
W7165622990,W4412877155,Directed
W4415250280,W4412877155,Directed
W4416922527,W4412877155,Directed
W4417251970,W4412877155,Directed
W7117981457,W4412877155,Directed
W7125794163,W4412877155,Directed
W7131644128,W4412877155,Directed
W7154948007,W4412877155,Directed
W7162556521,W4412877155,Directed
W7162796448,W4412877155,Directed
W4413175758,W4403577800,Directed
W7133532143,W4403577800,Directed
W4409735421,W4403578214,Directed
W4411692091,W4403578214,Directed
W7127650232,W4403578214,Directed
W4415256272,W4403578214,Directed
W7128476314,W4403578214,Directed
W7108340679,W4403578214,Directed
W7154001076,W4403578214,Directed
W7154126469,W4403578214,Directed
W4415708437,W4403578214,Directed
W4415763854,W4403578214,Directed
W4416839590,W4403578214,Directed
W4417198061,W4403578214,Directed
W7163012419,W4403578214,Directed
W7163682555,W4403578214,Directed
W7166015140,W4403578214,Directed
W4408146288,W4399554035,Directed
W4410068992,W4399554035,Directed
W4415630197,W4399554035,Directed
W4417098988,W4399554035,Directed
W4416733109,W4399554035,Directed
W4414547359,W4399554035,Directed
W4409800492,W4399554035,Directed
W7124911798,W4399554035,Directed
W4407813665,W4399554035,Directed
W4416956868,W4399554035,Directed
W4405600243,W4399554035,Directed
W4411947279,W4399554035,Directed
W4414585655,W4399554035,Directed
W4415747934,W4399554035,Directed
W4416249484,W4399554035,Directed
W4416403019,W4399554035,Directed
W7124930076,W4399554035,Directed
W7127656240,W4399554035,Directed
W7135244903,W4399554035,Directed
W7139031027,W4399554035,Directed
W7164315404,W4399554035,Directed
W7167710129,W4399554035,Directed
W4414715673,W4411120888,Directed
W7139939467,W4411120888,Directed
W7133493631,W4411120727,Directed
W7162670799,W4411120727,Directed
W7131649112,W4412875449,Directed
W7163519326,W4412875449,Directed
W7125924337,W4416017176,Directed
W4411144440,W3209803105,Directed
W4385724657,W3209803105,Directed
W4407613287,W3209803105,Directed
W4388860698,W3209803105,Directed
W4399368794,W3209803105,Directed
W4416415738,W3209803105,Directed
W3120491054,W2983867426,Directed
W3080922200,W2983867426,Directed
W4297477913,W2983867426,Directed
W4281935531,W2983867426,Directed
W3024647820,W2983867426,Directed
W3094451405,W2983867426,Directed
W3108531607,W2983867426,Directed
W3153600274,W2983867426,Directed
W3099183794,W2983867426,Directed
W3023239493,W2983867426,Directed
W4399081525,W2983867426,Directed
W4322096683,W2983867426,Directed
W4312918179,W2983867426,Directed
W4226039633,W2983867426,Directed
W4403582462,W2983867426,Directed
W3135115073,W2983867426,Directed
W3210660313,W2983867426,Directed
W4389881281,W2983867426,Directed
W3003897916,W2983867426,Directed
W3023665753,W2983867426,Directed
W3210729101,W2983867426,Directed
W3103753037,W2983867426,Directed
W3114961909,W2983867426,Directed
W3129321070,W2983867426,Directed
W4388713415,W2983867426,Directed
W4398780934,W2983867426,Directed
W4398791151,W2983867426,Directed
W7155200753,W4412875478,Directed
W7157318184,W4412876883,Directed
W7125579392,W4412876883,Directed
W7117320385,W4412876883,Directed
W7139087593,W4412876883,Directed
W4415672323,W4412876883,Directed
W7160711942,W4412876883,Directed
W7162788334,W4412876883,Directed
W7162936211,W4412876883,Directed
W7163547851,W4412876883,Directed
W7164538463,W4412876883,Directed
W4412536300,W4387847127,Directed
W4313275632,W4312293558,Directed
W4397288983,W4312293558,Directed
W4401888960,W4312293558,Directed
W4396239907,W4312293558,Directed
W4399205387,W4312293558,Directed
W4394902770,W4312293558,Directed
W7161122356,W4312293558,Directed
W7161123206,W4312293558,Directed
W7161138938,W4312293558,Directed
W7161138982,W4312293558,Directed
W7161145352,W4312293558,Directed
W7161149411,W4312293558,Directed
W7161156252,W4312293558,Directed
W7161162607,W4312293558,Directed
