Source,Target,Type
W3170243566,W2964178568,Directed
W4205161801,W2964178568,Directed
W4213083253,W2964178568,Directed
W4213151267,W2964178568,Directed
W4284898171,W2964178568,Directed
W4294844423,W2964178568,Directed
W4377723613,W2964178568,Directed
W4384932488,W2964178568,Directed
W4400008134,W2964178568,Directed
W4404676273,W2964178568,Directed
W4407804853,W2964178568,Directed
W4414886479,W2964178568,Directed
W4417198931,W2964178568,Directed
W7158218752,W2964178568,Directed
W7160616224,W2964178568,Directed
W3196540044,W3093688662,Directed
W4407416402,W3093688662,Directed
W4387329333,W4312444981,Directed
W3208876354,W4312444981,Directed
W4384830676,W4312444981,Directed
W4415256669,W4312444981,Directed
W4313060808,W4312444981,Directed
W4387328683,W4312444981,Directed
W4366549019,W4312444981,Directed
W4378505222,W4312444981,Directed
W4387344944,W4312444981,Directed
W4404173622,W4312444981,Directed
W4404173116,W4312444981,Directed
W4366986833,W4312444981,Directed
W4404172118,W4312444981,Directed
W4410049701,W4312444981,Directed
W4407423776,W4312444981,Directed
W4412585381,W4312444981,Directed
W4308426173,W4312444981,Directed
W4406466030,W4312444981,Directed
W4410061305,W4312444981,Directed
W4409750005,W4312444981,Directed
W4396833448,W4312444981,Directed
W4410486504,W4312444981,Directed
W4388470230,W4312444981,Directed
W4385486505,W4312444981,Directed
W7154176459,W4312444981,Directed
W4405630719,W4312444981,Directed
W4415257634,W4312444981,Directed
W7134254507,W4312444981,Directed
W7148017285,W4312444981,Directed
W7161778047,W4312444981,Directed
W4403499489,W4380302074,Directed
W4403724445,W4380302074,Directed
W4389518984,W4380302074,Directed
W4399205506,W4380302074,Directed
W4390623521,W4380302074,Directed
W4390623706,W4380302074,Directed
W4391126672,W4380302074,Directed
W4417535499,W4380302074,Directed
W7128203805,W4380302074,Directed
W4385800687,W4387846231,Directed
W4402809225,W4387846231,Directed
W4405436672,W4387846231,Directed
W4408860092,W4387846231,Directed
W4407856985,W4387846231,Directed
W4407129838,W4387846231,Directed
W4409262394,W4387846231,Directed
W4408897703,W4387846231,Directed
W4403792304,W4387846231,Directed
W4406955309,W4387846231,Directed
W4405553570,W4387846231,Directed
W4414938646,W4387846231,Directed
W4415503864,W4387846231,Directed
W7129622411,W4387846231,Directed
W7151729882,W4387846231,Directed
W7155167715,W4387846231,Directed
W7160197270,W4387846231,Directed
W4313131742,W3094422017,Directed
W4407416402,W3094422017,Directed
W3203673500,W3094422017,Directed
W4388144156,W3094422017,Directed
W4281625061,W3094422017,Directed
W4401282849,W3094422017,Directed
W4313025028,W3094422017,Directed
W4379373342,W3094422017,Directed
W7167497151,W3094422017,Directed
W4403577881,W4383175703,Directed
W4408862671,W4383175703,Directed
W4411447244,W4383175703,Directed
W7123342175,W4383175703,Directed
W4402685935,W4401863235,Directed
W4414110747,W4401863235,Directed
W4409736036,W4401863235,Directed
W4404242983,W4401863235,Directed
W4404542346,W4401863235,Directed
W4414898522,W4401863235,Directed
W4416532742,W4401863235,Directed
W7134186231,W4401863235,Directed
W7140092400,W4401863235,Directed
W7148541929,W4401863235,Directed
W2777376987,W2536435413,Directed
W2911737959,W2536435413,Directed
W4207027892,W2536435413,Directed
W4406245451,W2536435413,Directed
W2580919710,W2536435413,Directed
W2774759251,W2536435413,Directed
W3117977211,W2536435413,Directed
W2572926935,W2536435413,Directed
W2620881901,W2536435413,Directed
W2808450271,W2536435413,Directed
W2996104207,W2536435413,Directed
W4322096711,W2536435413,Directed
W2949330231,W2536435413,Directed
W2994088922,W2536435413,Directed
W4397022293,W4385825800,Directed
W4397029679,W4385825800,Directed
W4396758735,W4385825800,Directed
W4411450432,W4385825800,Directed
W4409671054,W4385825800,Directed
W4416017607,W4385825800,Directed
W4221141719,W4385825800,Directed
W7162464606,W4385825800,Directed
W4416017202,W4412877063,Directed
W4392637261,W2989049020,Directed
W4210932176,W2989049020,Directed
W3092464195,W2989049020,Directed
W3215821705,W2989049020,Directed
W7139112295,W4416017184,Directed
W4413251915,W4399205202,Directed
W4403745493,W4401856727,Directed
W4413350072,W4401856727,Directed
W7117115986,W4401856727,Directed
W4412876935,W4401856727,Directed
W7140499297,W4401856727,Directed
W7166536446,W4401856727,Directed
W4403577758,W4403577758,Directed
W4413973334,W4403577402,Directed
W4413182105,W4403577402,Directed
W7140237964,W4403577402,Directed
W7155077060,W4403577402,Directed
W2742330194,W621249151,Directed
W3031781733,W621249151,Directed
W4288079542,W621249151,Directed
W2925285378,W621249151,Directed
W2945928904,W621249151,Directed
W3119962516,W621249151,Directed
W2977886427,W621249151,Directed
W3196268181,W621249151,Directed
W2788708648,W621249151,Directed
W3089703818,W621249151,Directed
W2784117065,W621249151,Directed
W3148001275,W621249151,Directed
W2810806782,W621249151,Directed
W3032474305,W621249151,Directed
W3169823389,W621249151,Directed
W2970716846,W621249151,Directed
W3049488969,W621249151,Directed
W4307907065,W621249151,Directed
W2493475353,W621249151,Directed
W3115311952,W621249151,Directed
W4294653793,W621249151,Directed
W3127071205,W621249151,Directed
W3124863924,W621249151,Directed
W2899024559,W621249151,Directed
W2798818974,W621249151,Directed
W3003836855,W621249151,Directed
W2954365773,W621249151,Directed
W2887356313,W621249151,Directed
W2903782735,W621249151,Directed
W2946364534,W621249151,Directed
W2973131549,W621249151,Directed
W3163078977,W621249151,Directed
W3176457774,W621249151,Directed
W3168293258,W621249151,Directed
W2807490770,W621249151,Directed
W2980838074,W621249151,Directed
W3123437755,W621249151,Directed
W2770124763,W621249151,Directed
W2588172982,W621249151,Directed
W3147509388,W621249151,Directed
W4309635352,W621249151,Directed
W4368340926,W621249151,Directed
W3166931231,W621249151,Directed
W4385969476,W621249151,Directed
W3030648110,W621249151,Directed
W2997613188,W621249151,Directed
W3080732897,W621249151,Directed
W3036840722,W621249151,Directed
W3206992295,W621249151,Directed
W4221078457,W621249151,Directed
W4226514492,W621249151,Directed
W3132223950,W621249151,Directed
W4361220134,W621249151,Directed
W3142258528,W621249151,Directed
W4391751718,W621249151,Directed
W4294204353,W621249151,Directed
W4406070280,W621249151,Directed
W4386420896,W621249151,Directed
W4406421219,W621249151,Directed
W4383340173,W621249151,Directed
W4404106352,W621249151,Directed
W4399978844,W621249151,Directed
W4399199322,W621249151,Directed
W3200076410,W621249151,Directed
W3157826390,W621249151,Directed
W3038076267,W621249151,Directed
W2980267532,W621249151,Directed
W3015935667,W621249151,Directed
W3017345526,W621249151,Directed
W3181197491,W621249151,Directed
W1834520270,W621249151,Directed
W3008373232,W621249151,Directed
W3196618497,W621249151,Directed
W3007942474,W621249151,Directed
W4225891352,W621249151,Directed
W2794685318,W621249151,Directed
W3028996368,W621249151,Directed
W2910840873,W621249151,Directed
W3130226768,W621249151,Directed
W4282569412,W621249151,Directed
W3176511517,W621249151,Directed
W4320011812,W621249151,Directed
W3183400535,W621249151,Directed
W3163552457,W621249151,Directed
W4200294922,W621249151,Directed
W4224235982,W621249151,Directed
W4307257973,W621249151,Directed
W2962482976,W621249151,Directed
W4281770633,W621249151,Directed
W4389262624,W621249151,Directed
W3195559412,W621249151,Directed
W3030506520,W621249151,Directed
W4378418537,W621249151,Directed
W2901377436,W621249151,Directed
W4206839153,W621249151,Directed
W3001517742,W621249151,Directed
W4400911129,W621249151,Directed
W4399205161,W621249151,Directed
W4412872198,W621249151,Directed
W4416932682,W621249151,Directed
W2798834888,W621249151,Directed
W2903901453,W621249151,Directed
W2565867633,W621249151,Directed
W3201349996,W621249151,Directed
W2519997155,W621249151,Directed
W4327498760,W621249151,Directed
W2471035142,W621249151,Directed
W3003270809,W621249151,Directed
W3216259475,W621249151,Directed
W3119499234,W621249151,Directed
W3131911579,W621249151,Directed
W2810056469,W621249151,Directed
W3134365895,W621249151,Directed
W3209058819,W621249151,Directed
W4220756189,W621249151,Directed
W4285226597,W621249151,Directed
W2772603380,W621249151,Directed
W3194475466,W621249151,Directed
W4386882885,W621249151,Directed
W2979811212,W621249151,Directed
W3174270362,W621249151,Directed
W4389205683,W621249151,Directed
W4282833194,W621249151,Directed
W4405778526,W621249151,Directed
W4376167053,W621249151,Directed
W4319319102,W621249151,Directed
W4391622704,W621249151,Directed
W4319793949,W621249151,Directed
W4400878910,W621249151,Directed
W4409214370,W621249151,Directed
W4412747823,W621249151,Directed
W2897046312,W621249151,Directed
W3043538023,W621249151,Directed
W3082303801,W621249151,Directed
W3137353858,W621249151,Directed
W3179373019,W621249151,Directed
W3092487020,W621249151,Directed
W4234744491,W621249151,Directed
W2986012893,W621249151,Directed
W3003770309,W621249151,Directed
W4384304007,W621249151,Directed
W4392981297,W621249151,Directed
W3175088767,W621249151,Directed
W3041489507,W621249151,Directed
W3094502745,W621249151,Directed
W2969729591,W621249151,Directed
W3011802976,W621249151,Directed
W3199982361,W621249151,Directed
W4380632072,W621249151,Directed
W2739413978,W621249151,Directed
W2959745657,W621249151,Directed
W3153638464,W621249151,Directed
W3210341484,W621249151,Directed
W4220682207,W621249151,Directed
W2999949827,W621249151,Directed
W3206125745,W621249151,Directed
W4404584945,W621249151,Directed
W3103320961,W621249151,Directed
W3136578863,W621249151,Directed
W4200138526,W621249151,Directed
W4310125689,W621249151,Directed
W4324009298,W621249151,Directed
W4402754299,W621249151,Directed
W4407129685,W621249151,Directed
W3159842010,W621249151,Directed
W2746041052,W621249151,Directed
W3153251237,W621249151,Directed
W3196785643,W621249151,Directed
W4223487902,W621249151,Directed
W2996194268,W621249151,Directed
W3119032040,W621249151,Directed
W3204648036,W621249151,Directed
W4225894773,W621249151,Directed
W4364301868,W621249151,Directed
W2988530041,W621249151,Directed
W3125491592,W621249151,Directed
W2899204128,W621249151,Directed
W2891453035,W621249151,Directed
W2799165947,W621249151,Directed
W2778250944,W621249151,Directed
W2949397667,W621249151,Directed
W3090760060,W621249151,Directed
W4214733302,W621249151,Directed
W2797652359,W621249151,Directed
W2987566577,W621249151,Directed
W3017171819,W621249151,Directed
W2927732725,W621249151,Directed
W3163040778,W621249151,Directed
W3212788180,W621249151,Directed
W4297904282,W621249151,Directed
W3100340842,W621249151,Directed
W3196148703,W621249151,Directed
W4319319119,W621249151,Directed
W4240999606,W621249151,Directed
W2971911738,W621249151,Directed
W2951592901,W621249151,Directed
W3044253012,W621249151,Directed
W3084177949,W621249151,Directed
W2785200186,W621249151,Directed
W3166650478,W621249151,Directed
W2745939859,W621249151,Directed
W3043508177,W621249151,Directed
W3091864705,W621249151,Directed
W3165394347,W621249151,Directed
W3196593776,W621249151,Directed
W3088627534,W621249151,Directed
W2950035676,W621249151,Directed
W2989620755,W621249151,Directed
W3168031262,W621249151,Directed
W4293828469,W621249151,Directed
W4387174114,W621249151,Directed
W4388276239,W621249151,Directed
W2587811208,W621249151,Directed
W2883734539,W621249151,Directed
W2898241237,W621249151,Directed
W2965969515,W621249151,Directed
W2975803941,W621249151,Directed
W2976536188,W621249151,Directed
W3014745337,W621249151,Directed
W3154707484,W621249151,Directed
W3195521551,W621249151,Directed
W3204122037,W621249151,Directed
W4206285348,W621249151,Directed
W4206570597,W621249151,Directed
W4285620351,W621249151,Directed
W4318220071,W621249151,Directed
W4323790395,W621249151,Directed
W4367591257,W621249151,Directed
W4385196018,W621249151,Directed
W4385734241,W621249151,Directed
W4389518959,W621249151,Directed
W4393021548,W621249151,Directed
W4399041202,W621249151,Directed
W4403893668,W621249151,Directed
W4404376895,W621249151,Directed
W4406946122,W621249151,Directed
W4408488492,W621249151,Directed
W4409626510,W621249151,Directed
W4412687854,W621249151,Directed
W4414008327,W621249151,Directed
W4416252385,W621249151,Directed
W7124857033,W621249151,Directed
W7125961013,W621249151,Directed
W7127652137,W621249151,Directed
W7160875077,W621249151,Directed
W7164841740,W621249151,Directed
W7167362258,W621249151,Directed
W7125677789,W4416017140,Directed
W3197521018,W3003044879,Directed
W4309347841,W3003044879,Directed
W4281476184,W3003044879,Directed
W4387017524,W3003044879,Directed
W4391759383,W3003044879,Directed
W4290851503,W3003044879,Directed
W3202317157,W3003044879,Directed
W3094044550,W3003044879,Directed
W4323314889,W3003044879,Directed
W3215212169,W3003044879,Directed
W4386858886,W3003044879,Directed
W3199312281,W3003044879,Directed
W4380047907,W3003044879,Directed
W4312673707,W3003044879,Directed
W4399205226,W3003044879,Directed
W4392942520,W3003044879,Directed
W4411331351,W3003044879,Directed
W7131675617,W3003044879,Directed
W3152944792,W3003044879,Directed
W3166126598,W3003044879,Directed
W3209154275,W3003044879,Directed
W4382795601,W3003044879,Directed
W4388654645,W3003044879,Directed
W4406781101,W3003044879,Directed
W4411549756,W3003044879,Directed
W4404721958,W3003044879,Directed
W4409149710,W3003044879,Directed
W4400209781,W3003044879,Directed
W4309739393,W3003044879,Directed
W3161393114,W3003044879,Directed
W3199936256,W3003044879,Directed
W4312839192,W3003044879,Directed
W4400084938,W3003044879,Directed
W4372265738,W3003044879,Directed
W4285357703,W3003044879,Directed
W4387806988,W3003044879,Directed
W4386901468,W3003044879,Directed
W4391759500,W3003044879,Directed
W4399205774,W3003044879,Directed
W4411784653,W3003044879,Directed
W3093781635,W3003044879,Directed
W3211871676,W3003044879,Directed
W4226406312,W3003044879,Directed
W4281754874,W3003044879,Directed
W4384154495,W3003044879,Directed
W4399605442,W3003044879,Directed
W4404933266,W3003044879,Directed
W4411255526,W3003044879,Directed
W4411784552,W3003044879,Directed
W4415695813,W3003044879,Directed
W4416744782,W3003044879,Directed
W4416962106,W3003044879,Directed
W7123787951,W3003044879,Directed
W7134173419,W3003044879,Directed
W4412046196,W4399205174,Directed
W4402230558,W4399205174,Directed
W4404565057,W4399205174,Directed
W4409333269,W4412876880,Directed
W7160161808,W4412876880,Directed
W4417013504,W4412876880,Directed
W7110411204,W4412876880,Directed
W7133975554,W4412876880,Directed
W7154892651,W4412876880,Directed
W7166305899,W4412876880,Directed
W4383993482,W4292419518,Directed
W4319653664,W4292419518,Directed
W4367047389,W4292419518,Directed
W4319792126,W4292419518,Directed
W4367310822,W4292419518,Directed
W4384828482,W4292419518,Directed
W4394973476,W4292419518,Directed
W4400524646,W4292419518,Directed
W4406847088,W4292419518,Directed
W4416018074,W4292419518,Directed
W4385965604,W4292419518,Directed
W4385568052,W4292419518,Directed
W4387846403,W4292419518,Directed
W4379914435,W4292419518,Directed
W4390691134,W4292419518,Directed
W4400703289,W4292419518,Directed
W4386251372,W4292419518,Directed
W4387846482,W4292419518,Directed
W4403578191,W4292419518,Directed
W4410088856,W4292419518,Directed
W4401864223,W4292419518,Directed
W4395008914,W4292419518,Directed
W4400528915,W4292419518,Directed
W4401863381,W4292419518,Directed
W4401863542,W4292419518,Directed
W4403577345,W4292419518,Directed
W4409157944,W4292419518,Directed
W4391376794,W4292419518,Directed
W4404837305,W4292419518,Directed
W4401994540,W4292419518,Directed
W4403577822,W4292419518,Directed
W4403220480,W4292419518,Directed
W4412826001,W4292419518,Directed
W4406264073,W4292419518,Directed
W4416017328,W4292419518,Directed
W4385567542,W4292419518,Directed
W4367310113,W4292419518,Directed
W4388367992,W4292419518,Directed
W4392384765,W4292419518,Directed
W4401864348,W4292419518,Directed
W4403219679,W4292419518,Directed
W4403221496,W4292419518,Directed
W4392612244,W4292419518,Directed
W4409657161,W4292419518,Directed
W4403577788,W4292419518,Directed
W4410714670,W4292419518,Directed
W4414035058,W4292419518,Directed
W4409149648,W4292419518,Directed
W4413979793,W4292419518,Directed
W4414514056,W4292419518,Directed
W4416017474,W4292419518,Directed
W4416017491,W4292419518,Directed
W4384625752,W4292419518,Directed
W4412825889,W4292419518,Directed
W4404193850,W4292419518,Directed
W4407558749,W4292419518,Directed
W4414014630,W4292419518,Directed
W4414035002,W4292419518,Directed
W4415623814,W4292419518,Directed
W7126035201,W4292419518,Directed
W4391484916,W4292419518,Directed
W4393153259,W4292419518,Directed
W4402350851,W4292419518,Directed
W4403582482,W4292419518,Directed
W4407832350,W4292419518,Directed
W4388670246,W4292419518,Directed
W4399115321,W4292419518,Directed
W4405363859,W4292419518,Directed
W4406458697,W4292419518,Directed
W4406975382,W4292419518,Directed
W4407832103,W4292419518,Directed
W4409002446,W4292419518,Directed
W4409158181,W4292419518,Directed
W4409657183,W4292419518,Directed
W4409884320,W4292419518,Directed
W4412876819,W4292419518,Directed
W4396843828,W4292419518,Directed
W4401857452,W4292419518,Directed
W4402951843,W4292419518,Directed
W4403582618,W4292419518,Directed
W4404844443,W4292419518,Directed
W4407021124,W4292419518,Directed
W4409657345,W4292419518,Directed
W4409858584,W4292419518,Directed
W4410772121,W4292419518,Directed
W4411550017,W4292419518,Directed
W4411550039,W4292419518,Directed
W4411636413,W4292419518,Directed
W4412377793,W4292419518,Directed
W4412377812,W4292419518,Directed
W4413156349,W4292419518,Directed
W4414034908,W4292419518,Directed
W4414544585,W4292419518,Directed
W4415539141,W4292419518,Directed
W4415539993,W4292419518,Directed
W4416016501,W4292419518,Directed
W4416016559,W4292419518,Directed
W4416078509,W4292419518,Directed
W7117157942,W4292419518,Directed
W7117548760,W4292419518,Directed
W7118026309,W4292419518,Directed
W7126069363,W4292419518,Directed
W7127082602,W4292419518,Directed
W7129027825,W4292419518,Directed
W7131389384,W4292419518,Directed
W7134184301,W4292419518,Directed
W7134945550,W4292419518,Directed
W7140272616,W4292419518,Directed
W7152470887,W4292419518,Directed
W7152513710,W4292419518,Directed
W7155826401,W4292419518,Directed
W7160637442,W4292419518,Directed
W7161151192,W4292419518,Directed
W7162852866,W4292419518,Directed
W7163756690,W4292419518,Directed
W7165628713,W4292419518,Directed
W7165637891,W4292419518,Directed
W3199018466,W3018696946,Directed
W4307091486,W3018696946,Directed
W3200796517,W3018696946,Directed
W4312158512,W3018696946,Directed
W4226263955,W3018696946,Directed
W4390873989,W3018696946,Directed
W3211142893,W3018696946,Directed
W4285195691,W3018696946,Directed
W4392343170,W3018696946,Directed
W4220835136,W3018696946,Directed
W4287832310,W3018696946,Directed
W4321794010,W3018696946,Directed
W4391696918,W3018696946,Directed
W4407976765,W3018696946,Directed
W4392671466,W3018696946,Directed
W4393054712,W3018696946,Directed
W4402047531,W3018696946,Directed
W4405258075,W3018696946,Directed
W4405259620,W3018696946,Directed
W4401892524,W3018696946,Directed
W4284698238,W3018696946,Directed
W3198043032,W3018696946,Directed
W4324355422,W3018696946,Directed
W4405855568,W3018696946,Directed
W4413276304,W3018696946,Directed
W4320063143,W3018696946,Directed
W4312880644,W3018696946,Directed
W4385236511,W3018696946,Directed
W4415372149,W3018696946,Directed
W4408352801,W3018696946,Directed
W3203619143,W3018696946,Directed
W4390617440,W3018696946,Directed
W3199311891,W3018696946,Directed
W4296437286,W3018696946,Directed
W4396955767,W3018696946,Directed
W4404640751,W3018696946,Directed
W4406461528,W3018696946,Directed
W4317496096,W3018696946,Directed
W4226406360,W3018696946,Directed
W3199723153,W3018696946,Directed
W4390066993,W3018696946,Directed
W4394585993,W3018696946,Directed
W4404180072,W3018696946,Directed
W4404524982,W3018696946,Directed
W4408155575,W3018696946,Directed
W4413778139,W3018696946,Directed
W4413882259,W3018696946,Directed
W4416748681,W3018696946,Directed
W7160382100,W3018696946,Directed
W4416017202,W4412876875,Directed
W7152635356,W4412876875,Directed
W4213147383,W3175498457,Directed
W3197022418,W3175498457,Directed
W3176405886,W3175498457,Directed
W4282982824,W3175498457,Directed
W4390547902,W3175498457,Directed
W4384828840,W3175498457,Directed
W4380301730,W3175498457,Directed
W4365458124,W3175498457,Directed
W4384821779,W3175498457,Directed
W4324298641,W3175498457,Directed
W4401863527,W3175498457,Directed
W4401415327,W3175498457,Directed
W4391925527,W3175498457,Directed
W4410740633,W3175498457,Directed
W4409468609,W3175498457,Directed
W4395669343,W3175498457,Directed
W4408100147,W3175498457,Directed
W4403810023,W3175498457,Directed
W4408357845,W3175498457,Directed
W4410737890,W3175498457,Directed
W4213446467,W3175498457,Directed
W4312181988,W3175498457,Directed
W4385571401,W3175498457,Directed
W4367047167,W3175498457,Directed
W4291366411,W3175498457,Directed
W4392384396,W3175498457,Directed
W4396843804,W3175498457,Directed
W4281631069,W3175498457,Directed
W4392965060,W3175498457,Directed
W4309620173,W3175498457,Directed
W4392943441,W3175498457,Directed
W4401072559,W3175498457,Directed
W4385626821,W3175498457,Directed
W4399452222,W3175498457,Directed
W4388185949,W3175498457,Directed
W4392135837,W3175498457,Directed
W4394828349,W3175498457,Directed
W4393158667,W3175498457,Directed
W4400579203,W3175498457,Directed
W4411273969,W3175498457,Directed
W4386798394,W3175498457,Directed
W4406690279,W3175498457,Directed
W4408283715,W3175498457,Directed
W4408762446,W3175498457,Directed
W4396909917,W3175498457,Directed
W4390049880,W3175498457,Directed
W4361267866,W3175498457,Directed
W4409670788,W3175498457,Directed
W4413912068,W3175498457,Directed
W4414603087,W3175498457,Directed
W4409957993,W3175498457,Directed
W4414252393,W3175498457,Directed
W4312863188,W3175498457,Directed
W4389523769,W3175498457,Directed
W4297143906,W3175498457,Directed
W4387623797,W3175498457,Directed
W4283156682,W3175498457,Directed
W4404967129,W3175498457,Directed
W4408564436,W3175498457,Directed
W4396229148,W3175498457,Directed
W4399075442,W3175498457,Directed
W4405103738,W3175498457,Directed
W4385387978,W3175498457,Directed
W4402986765,W3175498457,Directed
W4404222272,W3175498457,Directed
W4412825727,W3175498457,Directed
W4413319080,W3175498457,Directed
W4414538224,W3175498457,Directed
W4393114572,W3175498457,Directed
W4404494439,W3175498457,Directed
W4408352336,W3175498457,Directed
W4411635405,W3175498457,Directed
W4416707433,W3175498457,Directed
W7124741446,W3175498457,Directed
W7127042783,W3175498457,Directed
W4312840876,W3175498457,Directed
W4320029458,W3175498457,Directed
W4313069416,W3175498457,Directed
W4394712297,W3175498457,Directed
W4387883764,W3175498457,Directed
W4283447207,W3175498457,Directed
W4409657566,W3175498457,Directed
W4412094250,W3175498457,Directed
W4402896565,W3175498457,Directed
W4408355193,W3175498457,Directed
W4413886774,W3175498457,Directed
W4415191042,W3175498457,Directed
W7116680624,W3175498457,Directed
W4382406504,W3175498457,Directed
W4386119437,W3175498457,Directed
W4362564564,W3175498457,Directed
W4386160441,W3175498457,Directed
W4402854124,W3175498457,Directed
W4315750496,W3175498457,Directed
W4388084670,W3175498457,Directed
W4390905985,W3175498457,Directed
W4400126473,W3175498457,Directed
W4403613049,W3175498457,Directed
W4405720533,W3175498457,Directed
W4323780390,W3175498457,Directed
W4296613186,W3175498457,Directed
W4387005509,W3175498457,Directed
W4392017822,W3175498457,Directed
W4386973038,W3175498457,Directed
W4398173684,W3175498457,Directed
W4401209835,W3175498457,Directed
W4401582128,W3175498457,Directed
W4401906743,W3175498457,Directed
W4402571318,W3175498457,Directed
W4404115790,W3175498457,Directed
W4409158393,W3175498457,Directed
W4410041982,W3175498457,Directed
W4410087418,W3175498457,Directed
W4410087700,W3175498457,Directed
W4410636646,W3175498457,Directed
W4412377240,W3175498457,Directed
W4413360813,W3175498457,Directed
W4380788022,W3175498457,Directed
W3175889867,W3175498457,Directed
W4220783355,W3175498457,Directed
W4388938576,W3175498457,Directed
W4399126106,W3175498457,Directed
W4292388516,W3175498457,Directed
W4317555349,W3175498457,Directed
W4367679552,W3175498457,Directed
W4380786446,W3175498457,Directed
W4388761591,W3175498457,Directed
W4389722297,W3175498457,Directed
W4389798878,W3175498457,Directed
W4389979732,W3175498457,Directed
W4392368621,W3175498457,Directed
W4392902993,W3175498457,Directed
W4394014626,W3175498457,Directed
W4395083404,W3175498457,Directed
W4400922084,W3175498457,Directed
W4401721479,W3175498457,Directed
W4403022021,W3175498457,Directed
W4403023482,W3175498457,Directed
W4404400106,W3175498457,Directed
W4404914619,W3175498457,Directed
W4405803614,W3175498457,Directed
W4406800101,W3175498457,Directed
W4407360154,W3175498457,Directed
W4408793978,W3175498457,Directed
W4409239405,W3175498457,Directed
W4410148839,W3175498457,Directed
W4410148848,W3175498457,Directed
W4410160046,W3175498457,Directed
W4410231152,W3175498457,Directed
W4410552065,W3175498457,Directed
W4411020756,W3175498457,Directed
W4411143695,W3175498457,Directed
W4411272118,W3175498457,Directed
W4411384542,W3175498457,Directed
W4412055307,W3175498457,Directed
W4412610579,W3175498457,Directed
W4412610697,W3175498457,Directed
W4412656946,W3175498457,Directed
W4412875462,W3175498457,Directed
W4412932906,W3175498457,Directed
W4413228075,W3175498457,Directed
W4414798934,W3175498457,Directed
W4415709732,W3175498457,Directed
W4416018045,W3175498457,Directed
W4416509740,W3175498457,Directed
W4417226581,W3175498457,Directed
W7117988995,W3175498457,Directed
W7127444902,W3175498457,Directed
W7128537015,W3175498457,Directed
W7129288513,W3175498457,Directed
W7130459154,W3175498457,Directed
W7130567894,W3175498457,Directed
W7134171447,W3175498457,Directed
W7152607235,W3175498457,Directed
W7154299305,W3175498457,Directed
W7154370713,W3175498457,Directed
W7160281576,W3175498457,Directed
W7163823100,W3175498457,Directed
W7166340432,W3175498457,Directed
W7167028983,W3175498457,Directed
W4412623423,W4412877147,Directed
W4414243417,W4412877147,Directed
W4415138906,W4412877147,Directed
W7125607357,W4412877147,Directed
W7141023483,W4412877147,Directed
W7159781821,W4412877147,Directed
W7160128343,W4412877147,Directed
W7160661995,W4412877147,Directed
W7161574483,W4412877147,Directed
W7161997792,W4412877147,Directed
W7162452593,W4412877147,Directed
W4386099943,W4312494946,Directed
W4389520128,W4312494946,Directed
W4412678729,W4312494946,Directed
W4398756419,W4312494946,Directed
W4380632072,W4312494946,Directed
W4306885148,W4312494946,Directed
W4378603553,W4312494946,Directed
W4388937331,W4312494946,Directed
W4414008327,W4312494946,Directed
W4415721214,W4312494946,Directed
W4414249039,W4399205774,Directed
W3198897329,W3175294292,Directed
W3150521545,W3175294292,Directed
W4387344566,W3175294292,Directed
W3174020389,W3175294292,Directed
W4385766704,W3175294292,Directed
W4404696607,W3175294292,Directed
W4389518355,W3175294292,Directed
W4409411815,W3175294292,Directed
W4284693641,W3175294292,Directed
W4327546545,W3175294292,Directed
W4366957355,W3175294292,Directed
W4367047421,W3175294292,Directed
W4389520687,W3175294292,Directed
W4407405944,W3175294292,Directed
W4312925207,W3175294292,Directed
W4402459890,W3175294292,Directed
W4380302068,W3175294292,Directed
W4394734041,W3175294292,Directed
W4394859449,W3175294292,Directed
W4400019895,W3175294292,Directed
W4392008085,W3175294292,Directed
W4401324062,W3175294292,Directed
W4411927557,W3175294292,Directed
W4406245451,W3175294292,Directed
W4403545831,W3175294292,Directed
W4409657366,W3175294292,Directed
W4410278917,W3175294292,Directed
W4416183668,W3175294292,Directed
W3216770425,W3175294292,Directed
W4300101319,W3175294292,Directed
W4385573470,W3175294292,Directed
W4391842084,W3175294292,Directed
W4393157818,W3175294292,Directed
W4410601021,W3175294292,Directed
W4412683990,W3175294292,Directed
W4415598692,W3175294292,Directed
W4410896985,W3175294292,Directed
W4414497975,W3175294292,Directed
W4389933770,W3175294292,Directed
W4400416032,W3175294292,Directed
W4414072725,W3175294292,Directed
W4389520116,W3175294292,Directed
W4285065277,W3175294292,Directed
W4395677062,W3175294292,Directed
W4400976725,W3175294292,Directed
W4321511576,W3175294292,Directed
W4385567154,W3175294292,Directed
W4387211671,W3175294292,Directed
W4225797039,W3175294292,Directed
W4361994620,W3175294292,Directed
W4381481361,W3175294292,Directed
W4386503675,W3175294292,Directed
W4389519001,W3175294292,Directed
W4396988311,W3175294292,Directed
W4399275783,W3175294292,Directed
W4401407806,W3175294292,Directed
W4408039349,W3175294292,Directed
W4410065220,W3175294292,Directed
W4410277234,W3175294292,Directed
W4412660115,W3175294292,Directed
W4412843029,W3175294292,Directed
W4416078568,W3175294292,Directed
W4416183502,W3175294292,Directed
W7125897855,W3175294292,Directed
W7127345469,W3175294292,Directed
W7133520783,W3175294292,Directed
W7140205117,W3175294292,Directed
W7140745577,W3175294292,Directed
W7151522208,W3175294292,Directed
W7152479608,W3175294292,Directed
W7163207428,W3175294292,Directed
